LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
DNK	PASSCAR	TOT	IDX2015	M	1998-05	76.13379014	
DNK	PASSCAR	TOT	IDX2015	M	1998-06	122.2519017	
DNK	PASSCAR	TOT	IDX2015	M	1998-07	69.62429592	
DNK	PASSCAR	TOT	IDX2015	M	1998-08	68.939086	
DNK	PASSCAR	TOT	IDX2015	M	1998-09	71.90639336	
DNK	PASSCAR	TOT	IDX2015	M	1998-10	67.0344347	
DNK	PASSCAR	TOT	IDX2015	M	1998-11	68.4106614	
DNK	PASSCAR	TOT	IDX2015	M	1998-12	65.24011381	
DNK	PASSCAR	TOT	IDX2015	M	1999-01	60.24621102	
DNK	PASSCAR	TOT	IDX2015	M	1999-02	70.02496951	
DNK	PASSCAR	TOT	IDX2015	M	1999-03	99.14058417	
DNK	PASSCAR	TOT	IDX2015	M	1999-04	76.55769119	
DNK	PASSCAR	TOT	IDX2015	M	1999-05	76.91771674	
DNK	PASSCAR	TOT	IDX2015	M	1999-06	83.93240811	
DNK	PASSCAR	TOT	IDX2015	M	1999-07	66.43632774	
DNK	PASSCAR	TOT	IDX2015	M	1999-08	57.70861158	
DNK	PASSCAR	TOT	IDX2015	M	1999-09	58.03960281	
DNK	PASSCAR	TOT	IDX2015	M	1999-10	58.20219499	
DNK	PASSCAR	TOT	IDX2015	M	1999-11	59.38098833	
DNK	PASSCAR	TOT	IDX2015	M	1999-12	70.94826084	
DNK	PASSCAR	TOT	IDX2015	M	2000-01	50.14226816	
DNK	PASSCAR	TOT	IDX2015	M	2000-02	58.16735381	
DNK	PASSCAR	TOT	IDX2015	M	2000-03	73.58457697	
DNK	PASSCAR	TOT	IDX2015	M	2000-04	61.09981999	
DNK	PASSCAR	TOT	IDX2015	M	2000-05	69.84495674	
DNK	PASSCAR	TOT	IDX2015	M	2000-06	60.75721503	
DNK	PASSCAR	TOT	IDX2015	M	2000-07	50.83909181	
DNK	PASSCAR	TOT	IDX2015	M	2000-08	48.36536786	
DNK	PASSCAR	TOT	IDX2015	M	2000-09	45.30515069	
DNK	PASSCAR	TOT	IDX2015	M	2000-10	44.59671332	
DNK	PASSCAR	TOT	IDX2015	M	2000-11	42.7907787	
DNK	PASSCAR	TOT	IDX2015	M	2000-12	54.35805122	
DNK	PASSCAR	TOT	IDX2015	M	2001-01	36.15934034	
DNK	PASSCAR	TOT	IDX2015	M	2001-02	41.36809709	
DNK	PASSCAR	TOT	IDX2015	M	2001-03	54.06770803	
DNK	PASSCAR	TOT	IDX2015	M	2001-04	52.6159921	
DNK	PASSCAR	TOT	IDX2015	M	2001-05	58.65513036	
DNK	PASSCAR	TOT	IDX2015	M	2001-06	58.42285582	
DNK	PASSCAR	TOT	IDX2015	M	2001-07	42.33203647	
DNK	PASSCAR	TOT	IDX2015	M	2001-08	44.8870565	
DNK	PASSCAR	TOT	IDX2015	M	2001-09	38.72016724	
DNK	PASSCAR	TOT	IDX2015	M	2001-10	41.79780501	
DNK	PASSCAR	TOT	IDX2015	M	2001-11	43.32501016	
DNK	PASSCAR	TOT	IDX2015	M	2001-12	45.76969979	
DNK	PASSCAR	TOT	IDX2015	M	2002-01	40.84547936	
DNK	PASSCAR	TOT	IDX2015	M	2002-02	47.16334708	
DNK	PASSCAR	TOT	IDX2015	M	2002-03	59.47389815	
DNK	PASSCAR	TOT	IDX2015	M	2002-04	58.23122931	
DNK	PASSCAR	TOT	IDX2015	M	2002-05	69.12490564	
DNK	PASSCAR	TOT	IDX2015	M	2002-06	65.32721677	
DNK	PASSCAR	TOT	IDX2015	M	2002-07	53.37088439	
DNK	PASSCAR	TOT	IDX2015	M	2002-08	51.24557227	
DNK	PASSCAR	TOT	IDX2015	M	2002-09	50.91458103	
DNK	PASSCAR	TOT	IDX2015	M	2002-10	52.54050287	
DNK	PASSCAR	TOT	IDX2015	M	2002-11	47.35497358	
DNK	PASSCAR	TOT	IDX2015	M	2002-12	52.44178619	
DNK	PASSCAR	TOT	IDX2015	M	2003-01	38.82469078	
DNK	PASSCAR	TOT	IDX2015	M	2003-02	39.83508507	
DNK	PASSCAR	TOT	IDX2015	M	2003-03	46.46652343	
DNK	PASSCAR	TOT	IDX2015	M	2003-04	45.20062714	
DNK	PASSCAR	TOT	IDX2015	M	2003-05	52.18628419	
DNK	PASSCAR	TOT	IDX2015	M	2003-06	52.6798676	
DNK	PASSCAR	TOT	IDX2015	M	2003-07	47.21560885	
DNK	PASSCAR	TOT	IDX2015	M	2003-08	41.542303	
DNK	PASSCAR	TOT	IDX2015	M	2003-09	46.00197433	
DNK	PASSCAR	TOT	IDX2015	M	2003-10	46.84977644	
DNK	PASSCAR	TOT	IDX2015	M	2003-11	48.30149236	
DNK	PASSCAR	TOT	IDX2015	M	2003-12	55.26392196	
DNK	PASSCAR	TOT	IDX2015	M	2004-01	44.7593055	
DNK	PASSCAR	TOT	IDX2015	M	2004-02	43.74310435	
DNK	PASSCAR	TOT	IDX2015	M	2004-03	60.85593171	
DNK	PASSCAR	TOT	IDX2015	M	2004-04	62.1857035	
DNK	PASSCAR	TOT	IDX2015	M	2004-05	58.30091168	
DNK	PASSCAR	TOT	IDX2015	M	2004-06	73.12583474	
DNK	PASSCAR	TOT	IDX2015	M	2004-07	54.12577667	
DNK	PASSCAR	TOT	IDX2015	M	2004-08	53.03989315	
DNK	PASSCAR	TOT	IDX2015	M	2004-09	61.0011033	
DNK	PASSCAR	TOT	IDX2015	M	2004-10	61.29144649	
DNK	PASSCAR	TOT	IDX2015	M	2004-11	66.37245224	
DNK	PASSCAR	TOT	IDX2015	M	2004-12	72.78903664	
DNK	PASSCAR	TOT	IDX2015	M	2005-01	58.14993322	
DNK	PASSCAR	TOT	IDX2015	M	2005-02	56.30915742	
DNK	PASSCAR	TOT	IDX2015	M	2005-03	72.82968469	
DNK	PASSCAR	TOT	IDX2015	M	2005-04	81.60966262	
DNK	PASSCAR	TOT	IDX2015	M	2005-05	75.95377736	
DNK	PASSCAR	TOT	IDX2015	M	2005-06	88.21787353	
DNK	PASSCAR	TOT	IDX2015	M	2005-07	68.90424482	
DNK	PASSCAR	TOT	IDX2015	M	2005-08	69.45589687	
DNK	PASSCAR	TOT	IDX2015	M	2005-09	73.18390337	
DNK	PASSCAR	TOT	IDX2015	M	2005-10	67.46414262	
DNK	PASSCAR	TOT	IDX2015	M	2005-11	73.00969746	
DNK	PASSCAR	TOT	IDX2015	M	2005-12	77.68422275	
DNK	PASSCAR	TOT	IDX2015	M	2006-01	65.64078741	
DNK	PASSCAR	TOT	IDX2015	M	2006-02	61.92439463	
DNK	PASSCAR	TOT	IDX2015	M	2006-03	83.47947274	
DNK	PASSCAR	TOT	IDX2015	M	2006-04	77.67260902	
DNK	PASSCAR	TOT	IDX2015	M	2006-05	91.92845944	
DNK	PASSCAR	TOT	IDX2015	M	2006-06	99.24510772	
DNK	PASSCAR	TOT	IDX2015	M	2006-07	66.98797979	
DNK	PASSCAR	TOT	IDX2015	M	2006-08	70.11787933	
DNK	PASSCAR	TOT	IDX2015	M	2006-09	71.49410603	
DNK	PASSCAR	TOT	IDX2015	M	2006-10	72.21415713	
DNK	PASSCAR	TOT	IDX2015	M	2006-11	73.4684397	
DNK	PASSCAR	TOT	IDX2015	M	2006-12	75.87248127	
DNK	PASSCAR	TOT	IDX2015	M	2007-01	67.84739562	
DNK	PASSCAR	TOT	IDX2015	M	2007-02	62.77219674	
DNK	PASSCAR	TOT	IDX2015	M	2007-03	83.86853261	
DNK	PASSCAR	TOT	IDX2015	M	2007-04	71.27344521	
DNK	PASSCAR	TOT	IDX2015	M	2007-05	83.28203937	
DNK	PASSCAR	TOT	IDX2015	M	2007-06	88.15399803	
DNK	PASSCAR	TOT	IDX2015	M	2007-07	78.00940712	
DNK	PASSCAR	TOT	IDX2015	M	2007-08	77.62034725	
DNK	PASSCAR	TOT	IDX2015	M	2007-09	78.0442483	
DNK	PASSCAR	TOT	IDX2015	M	2007-10	84.22855816	
DNK	PASSCAR	TOT	IDX2015	M	2007-11	88.20045294	
DNK	PASSCAR	TOT	IDX2015	M	2007-12	80.2044016	
DNK	PASSCAR	TOT	IDX2015	M	2008-01	83.57238256	
DNK	PASSCAR	TOT	IDX2015	M	2008-02	75.27437431	
DNK	PASSCAR	TOT	IDX2015	M	2008-03	73.33488183	
DNK	PASSCAR	TOT	IDX2015	M	2008-04	93.46147146	
DNK	PASSCAR	TOT	IDX2015	M	2008-05	84.7976308	
DNK	PASSCAR	TOT	IDX2015	M	2008-06	89.28052959	
DNK	PASSCAR	TOT	IDX2015	M	2008-07	75.500842	
DNK	PASSCAR	TOT	IDX2015	M	2008-08	65.87306196	
DNK	PASSCAR	TOT	IDX2015	M	2008-09	69.6591371	
DNK	PASSCAR	TOT	IDX2015	M	2008-10	65.75111782	
DNK	PASSCAR	TOT	IDX2015	M	2008-11	48.36536786	
DNK	PASSCAR	TOT	IDX2015	M	2008-12	50.0087103	
DNK	PASSCAR	TOT	IDX2015	M	2009-01	45.21224087	
DNK	PASSCAR	TOT	IDX2015	M	2009-02	43.09854248	
DNK	PASSCAR	TOT	IDX2015	M	2009-03	57.06404971	
DNK	PASSCAR	TOT	IDX2015	M	2009-04	52.47662737	
DNK	PASSCAR	TOT	IDX2015	M	2009-05	54.17223158	
DNK	PASSCAR	TOT	IDX2015	M	2009-06	65.48400209	
DNK	PASSCAR	TOT	IDX2015	M	2009-07	52.72632251	
DNK	PASSCAR	TOT	IDX2015	M	2009-08	45.92648511	
DNK	PASSCAR	TOT	IDX2015	M	2009-09	56.67498984	
DNK	PASSCAR	TOT	IDX2015	M	2009-10	57.88862435	
DNK	PASSCAR	TOT	IDX2015	M	2009-11	52.61018524	
DNK	PASSCAR	TOT	IDX2015	M	2009-12	68.48034377	
DNK	PASSCAR	TOT	IDX2015	M	2010-01	61.81406422	
DNK	PASSCAR	TOT	IDX2015	M	2010-02	49.88095929	
DNK	PASSCAR	TOT	IDX2015	M	2010-03	81.0057488	
DNK	PASSCAR	TOT	IDX2015	M	2010-04	69.40944196	
DNK	PASSCAR	TOT	IDX2015	M	2010-05	75.33824981	
DNK	PASSCAR	TOT	IDX2015	M	2010-06	90.23285523	
DNK	PASSCAR	TOT	IDX2015	M	2010-07	67.76029267	
DNK	PASSCAR	TOT	IDX2015	M	2010-08	68.26548981	
DNK	PASSCAR	TOT	IDX2015	M	2010-09	78.59009349	
DNK	PASSCAR	TOT	IDX2015	M	2010-10	78.93269845	
DNK	PASSCAR	TOT	IDX2015	M	2010-11	80.99413507	
DNK	PASSCAR	TOT	IDX2015	M	2010-12	89.79153359	
DNK	PASSCAR	TOT	IDX2015	M	2011-01	71.83671099	
DNK	PASSCAR	TOT	IDX2015	M	2011-02	67.02282097	
DNK	PASSCAR	TOT	IDX2015	M	2011-03	97.41594565	
DNK	PASSCAR	TOT	IDX2015	M	2011-04	77.95714535	
DNK	PASSCAR	TOT	IDX2015	M	2011-05	96.20231113	
DNK	PASSCAR	TOT	IDX2015	M	2011-06	98.84443412	
DNK	PASSCAR	TOT	IDX2015	M	2011-07	75.84344695	
DNK	PASSCAR	TOT	IDX2015	M	2011-08	72.5393415	
DNK	PASSCAR	TOT	IDX2015	M	2011-09	80.09987806	
DNK	PASSCAR	TOT	IDX2015	M	2011-10	71.87155217	
DNK	PASSCAR	TOT	IDX2015	M	2011-11	87.25393415	
DNK	PASSCAR	TOT	IDX2015	M	2011-12	89.08309622	
DNK	PASSCAR	TOT	IDX2015	M	2012-01	74.72272226	
DNK	PASSCAR	TOT	IDX2015	M	2012-02	82.3006794	
DNK	PASSCAR	TOT	IDX2015	M	2012-03	79.40886127	
DNK	PASSCAR	TOT	IDX2015	M	2012-04	70.07723129	
DNK	PASSCAR	TOT	IDX2015	M	2012-05	96.51588177	
DNK	PASSCAR	TOT	IDX2015	M	2012-06	81.46449103	
DNK	PASSCAR	TOT	IDX2015	M	2012-07	95.10481389	
DNK	PASSCAR	TOT	IDX2015	M	2012-08	78.18941989	
DNK	PASSCAR	TOT	IDX2015	M	2012-09	80.23343592	
DNK	PASSCAR	TOT	IDX2015	M	2012-10	87.90430289	
DNK	PASSCAR	TOT	IDX2015	M	2012-11	93.39178909	
DNK	PASSCAR	TOT	IDX2015	M	2012-12	61.67469949	
DNK	PASSCAR	TOT	IDX2015	M	2013-01	85.46542013	
DNK	PASSCAR	TOT	IDX2015	M	2013-02	70.66372452	
DNK	PASSCAR	TOT	IDX2015	M	2013-03	86.46420069	
DNK	PASSCAR	TOT	IDX2015	M	2013-04	91.06904361	
DNK	PASSCAR	TOT	IDX2015	M	2013-05	95.61001103	
DNK	PASSCAR	TOT	IDX2015	M	2013-06	101.1904071	
DNK	PASSCAR	TOT	IDX2015	M	2013-07	82.06840485	
DNK	PASSCAR	TOT	IDX2015	M	2013-08	81.7257999	
DNK	PASSCAR	TOT	IDX2015	M	2013-09	83.5491551	
DNK	PASSCAR	TOT	IDX2015	M	2013-10	96.70170141	
DNK	PASSCAR	TOT	IDX2015	M	2013-11	91.80070844	
DNK	PASSCAR	TOT	IDX2015	M	2013-12	82.66070495	
DNK	PASSCAR	TOT	IDX2015	M	2014-01	94.31508043	
DNK	PASSCAR	TOT	IDX2015	M	2014-02	85.5176819	
DNK	PASSCAR	TOT	IDX2015	M	2014-03	97.35787701	
DNK	PASSCAR	TOT	IDX2015	M	2014-04	95.49968062	
DNK	PASSCAR	TOT	IDX2015	M	2014-05	97.74693688	
DNK	PASSCAR	TOT	IDX2015	M	2014-06	101.8001278	
DNK	PASSCAR	TOT	IDX2015	M	2014-07	82.59102259	
DNK	PASSCAR	TOT	IDX2015	M	2014-08	84.57116311	
DNK	PASSCAR	TOT	IDX2015	M	2014-09	83.38075605	
DNK	PASSCAR	TOT	IDX2015	M	2014-10	94.44283143	
DNK	PASSCAR	TOT	IDX2015	M	2014-11	87.63138029	
DNK	PASSCAR	TOT	IDX2015	M	2014-12	89.21084722	
DNK	PASSCAR	TOT	IDX2015	M	2015-01	92.91562627	
DNK	PASSCAR	TOT	IDX2015	M	2015-02	78.47395622	
DNK	PASSCAR	TOT	IDX2015	M	2015-03	113.4545032	
DNK	PASSCAR	TOT	IDX2015	M	2015-04	98.2869752	
DNK	PASSCAR	TOT	IDX2015	M	2015-05	98.72829685	
DNK	PASSCAR	TOT	IDX2015	M	2015-06	123.7791069	
DNK	PASSCAR	TOT	IDX2015	M	2015-07	94.08280588	
DNK	PASSCAR	TOT	IDX2015	M	2015-08	93.56599501	
DNK	PASSCAR	TOT	IDX2015	M	2015-09	103.0021485	
DNK	PASSCAR	TOT	IDX2015	M	2015-10	97.64241333	
DNK	PASSCAR	TOT	IDX2015	M	2015-11	99.10574299	
DNK	PASSCAR	TOT	IDX2015	M	2015-12	106.9624296	
DNK	PASSCAR	TOT	IDX2015	M	2016-01	95.11642762	
DNK	PASSCAR	TOT	IDX2015	M	2016-02	96.335869	
DNK	PASSCAR	TOT	IDX2015	M	2016-03	111.207247	
DNK	PASSCAR	TOT	IDX2015	M	2016-04	115.3010859	
DNK	PASSCAR	TOT	IDX2015	M	2016-05	122.6699959	
DNK	PASSCAR	TOT	IDX2015	M	2016-06	137.1755415	
DNK	PASSCAR	TOT	IDX2015	M	2016-07	91.12711225	
DNK	PASSCAR	TOT	IDX2015	M	2016-08	100.8129609	
DNK	PASSCAR	TOT	IDX2015	M	2016-09	106.8462923	
DNK	PASSCAR	TOT	IDX2015	M	2016-10	98.67603507	
DNK	PASSCAR	TOT	IDX2015	M	2016-11	104.3841821	
DNK	PASSCAR	TOT	IDX2015	M	2016-12	112.2176413	
DNK	PASSCAR	TOT	IDX2015	M	2017-01	113.1757738	
DNK	PASSCAR	TOT	IDX2015	M	2017-02	101.2949306	
DNK	PASSCAR	TOT	IDX2015	M	2017-03	132.0016259	
DNK	PASSCAR	TOT	IDX2015	M	2017-04	102.427269	
DNK	PASSCAR	TOT	IDX2015	M	2017-05	129.5627432	
DNK	PASSCAR	TOT	IDX2015	M	2017-06	139.2602056	
DNK	PASSCAR	TOT	IDX2015	M	2017-07	88.38627257	
DNK	PASSCAR	TOT	IDX2015	M	2017-08	88.87404913	
DNK	PASSCAR	TOT	IDX2015	M	2017-09	83.18912955	
DNK	PASSCAR	TOT	IDX2015	M	2017-10	107.5663434	
DNK	PASSCAR	TOT	IDX2015	M	2017-11	104.6048429	
DNK	PASSCAR	TOT	IDX2015	M	2017-12	95.70872772	
DNK	PASSCAR	TOT	IDX2015	M	2018-01	115.5449742	
DNK	PASSCAR	TOT	IDX2015	M	2018-02	100.3019569	
DNK	PASSCAR	TOT	IDX2015	M	2018-03	114.8887986	
DNK	PASSCAR	TOT	IDX2015	M	2018-04	108.9716044	
DNK	PASSCAR	TOT	IDX2015	M	2018-05	131.1944719	
DNK	PASSCAR	TOT	IDX2015	M	2018-06	130.9854248	
DNK	PASSCAR	TOT	IDX2015	M	2018-07	95.70872772	
DNK	PASSCAR	TOT	IDX2015	M	2018-08	119.9988386	
DNK	PASSCAR	TOT	IDX2015	M	2018-09	69.60106846	
DNK	PASSCAR	TOT	IDX2015	M	2018-10	96.63782591	
DNK	PASSCAR	TOT	IDX2015	M	2018-11	104.1112595	
DNK	PASSCAR	TOT	IDX2015	M	2018-12	80.71540561	
DNK	PASSCAR	TOT	IDX2015	M	2019-01	123.6339353	
DNK	PASSCAR	TOT	IDX2015	M	2019-02	107.9902445	
DNK	PASSCAR	TOT	IDX2015	M	2019-03	152.0701469	
DNK	PASSCAR	TOT	IDX2015	M	2019-04	94.38476279	
DNK	PASSCAR	TOT	IDX2015	M	2019-05	111.1724058	
DNK	PASSCAR	TOT	IDX2015	M	2019-06	120.666628	
DNK	PASSCAR	TOT	IDX2015	M	2019-07	97.41594565	
DNK	PASSCAR	TOT	IDX2015	M	2019-08	108.6522269	
DNK	PASSCAR	TOT	IDX2015	M	2019-09	92.60786249	
DNK	PASSCAR	TOT	IDX2015	M	2019-10	106.6837001	
DNK	PASSCAR	TOT	IDX2015	M	2019-11	105.0229371	
DNK	PASSCAR	TOT	IDX2015	M	2019-12	89.8379885	
DNK	PASSCAR	TOT	IDX2015	M	2020-01	108.4722142	
DNK	PASSCAR	TOT	IDX2015	M	2020-02	87.43394693	
DNK	PASSCAR	TOT	IDX2015	M	2020-03	88.36304512	
DNK	PASSCAR	TOT	IDX2015	M	2020-04	59.72359329	
DNK	PASSCAR	TOT	IDX2015	M	2020-05	67.04604843	
DNK	PASSCAR	TOT	IDX2015	M	2020-06	104.8022763	
DNK	PASSCAR	TOT	IDX2015	M	2020-07	110.9227106	
DNK	PASSCAR	TOT	IDX2015	M	2020-08	102.642123	
DNK	PASSCAR	TOT	IDX2015	M	2020-09	100.0580686	
DNK	PASSCAR	TOT	IDX2015	M	2020-10	87.83462052	
DNK	PASSCAR	TOT	IDX2015	M	2020-11	105.9055804	
DNK	PASSCAR	TOT	IDX2015	M	2020-12	132.2397073	
DNK	PASSCAR	TOT	IDX2015	M	2021-01	59.88037861	
DNK	PASSCAR	TOT	IDX2015	M	2021-02	57.9292724	
DNK	PASSCAR	TOT	IDX2015	M	2021-03	138.6156437	
DNK	PASSCAR	TOT	IDX2015	M	2021-04	90.76127983	
DNK	PASSCAR	TOT	IDX2015	M	2021-05	98.82701353	
DNK	PASSCAR	TOT	IDX2015	M	2021-06	119.087161	
DNK	PASSCAR	TOT	IDX2015	M	2021-07	78.78171999	
DNK	PASSCAR	TOT	IDX2015	M	2021-08	92.41623599	
DNK	PASSCAR	TOT	IDX2015	M	2021-09	82.93943441	
DNK	PASSCAR	TOT	IDX2015	M	2021-10	73.86330643	
DNK	PASSCAR	TOT	IDX2015	M	2021-11	86.9577841	
DNK	PASSCAR	TOT	IDX2015	M	2021-12	103.4550839	
DNK	PASSCAR	TOT	IDX2015	M	2022-01	54.89228268	
DNK	PASSCAR	TOT	IDX2015	M	2022-02	59.61326288	
DNK	PASSCAR	TOT	IDX2015	M	2022-03	85.62801231	
DNK	PASSCAR	TOT	IDX2015	M	2022-04	64.72910981	
DNK	PASSCAR	TOT	IDX2015	M	2022-05	79.19400732	
DNK	PASSCAR	TOT	IDX2015	M	2022-06	86.87648801	
DNK	PASSCAR	TOT	IDX2015	M	2022-07	57.57505371	
DNK	PASSCAR	TOT	IDX2015	M	2022-08	74.46722025	
DNK	PASSCAR	TOT	IDX2015	M	2022-09	75.80279891	
DNK	PASSCAR	TOT	IDX2015	M	2022-10	63.23093897	
DNK	PASSCAR	TOT	IDX2015	M	2022-11	76.38929214	
DNK	PASSCAR	TOT	IDX2015	M	2022-12	88.47918239	
DNK	PASSCAR	TOT	IDX2015	M	2023-01	60.58881598	
DNK	PASSCAR	TOT	IDX2015	M	2023-02	67.53382498	
DNK	PASSCAR	TOT	IDX2015	M	2023-03	103.9835085	
FIN	PASSCAR	TOT	IDX2015	M	1955-01	5.800457641	
FIN	PASSCAR	TOT	IDX2015	M	1955-02	8.568356629	
FIN	PASSCAR	TOT	IDX2015	M	1955-03	9.009456069	
FIN	PASSCAR	TOT	IDX2015	M	1955-04	13.74024757	
FIN	PASSCAR	TOT	IDX2015	M	1955-05	22.42990654	
FIN	PASSCAR	TOT	IDX2015	M	1955-06	23.43340777	
FIN	PASSCAR	TOT	IDX2015	M	1955-07	18.97830342	
FIN	PASSCAR	TOT	IDX2015	M	1955-08	17.47856532	
FIN	PASSCAR	TOT	IDX2015	M	1955-09	15.62594767	
FIN	PASSCAR	TOT	IDX2015	M	1955-10	14.80991371	
FIN	PASSCAR	TOT	IDX2015	M	1955-11	11.40242053	
FIN	PASSCAR	TOT	IDX2015	M	1955-12	7.189920878	B
FIN	PASSCAR	TOT	IDX2015	M	1956-01	9.89165495	
FIN	PASSCAR	TOT	IDX2015	M	1956-02	14.36881427	
FIN	PASSCAR	TOT	IDX2015	M	1956-03	13.83949494	
FIN	PASSCAR	TOT	IDX2015	M	1956-04	22.70559369	
FIN	PASSCAR	TOT	IDX2015	M	1956-05	29.90654206	
FIN	PASSCAR	TOT	IDX2015	M	1956-06	18.51514901	
FIN	PASSCAR	TOT	IDX2015	M	1956-07	14.86505114	
FIN	PASSCAR	TOT	IDX2015	M	1956-08	15.51567281	
FIN	PASSCAR	TOT	IDX2015	M	1956-09	16.3978717	
FIN	PASSCAR	TOT	IDX2015	M	1956-10	25.96972955	
FIN	PASSCAR	TOT	IDX2015	M	1956-11	19.35323795	
FIN	PASSCAR	TOT	IDX2015	M	1956-12	12.39489427	
FIN	PASSCAR	TOT	IDX2015	M	1957-01	16.6294489	
FIN	PASSCAR	TOT	IDX2015	M	1957-02	20.95222342	
FIN	PASSCAR	TOT	IDX2015	M	1957-03	24.02889201	
FIN	PASSCAR	TOT	IDX2015	M	1957-04	30.77771345	
FIN	PASSCAR	TOT	IDX2015	M	1957-05	33.29198026	
FIN	PASSCAR	TOT	IDX2015	M	1957-06	24.64643123	
FIN	PASSCAR	TOT	IDX2015	M	1957-07	22.77175861	
FIN	PASSCAR	TOT	IDX2015	M	1957-08	8.601439087	
FIN	PASSCAR	TOT	IDX2015	M	1957-09	8.369861881	
FIN	PASSCAR	TOT	IDX2015	M	1957-10	9.968847352	
FIN	PASSCAR	TOT	IDX2015	M	1957-11	9.307198191	
FIN	PASSCAR	TOT	IDX2015	M	1957-12	4.124279767	
FIN	PASSCAR	TOT	IDX2015	M	1958-01	7.079646018	
FIN	PASSCAR	TOT	IDX2015	M	1958-02	13.89463237	
FIN	PASSCAR	TOT	IDX2015	M	1958-03	14.28059438	
FIN	PASSCAR	TOT	IDX2015	M	1958-04	15.35026052	
FIN	PASSCAR	TOT	IDX2015	M	1958-05	15.16279326	
FIN	PASSCAR	TOT	IDX2015	M	1958-06	17.87555482	
FIN	PASSCAR	TOT	IDX2015	M	1958-07	19.28707303	
FIN	PASSCAR	TOT	IDX2015	M	1958-08	16.0008822	
FIN	PASSCAR	TOT	IDX2015	M	1958-09	13.19990075	
FIN	PASSCAR	TOT	IDX2015	M	1958-10	12.18537204	
FIN	PASSCAR	TOT	IDX2015	M	1958-11	8.689658975	
FIN	PASSCAR	TOT	IDX2015	M	1958-12	6.451079315	
FIN	PASSCAR	TOT	IDX2015	M	1959-01	8.557329143	
FIN	PASSCAR	TOT	IDX2015	M	1959-02	17.58884018	
FIN	PASSCAR	TOT	IDX2015	M	1959-03	17.45651035	
FIN	PASSCAR	TOT	IDX2015	M	1959-04	21.68003749	
FIN	PASSCAR	TOT	IDX2015	M	1959-05	28.59427122	
FIN	PASSCAR	TOT	IDX2015	M	1959-06	26.90706586	
FIN	PASSCAR	TOT	IDX2015	M	1959-07	27.53563256	
FIN	PASSCAR	TOT	IDX2015	M	1959-08	27.05042318	
FIN	PASSCAR	TOT	IDX2015	M	1959-09	26.77473603	
FIN	PASSCAR	TOT	IDX2015	M	1959-10	16.27656935	
FIN	PASSCAR	TOT	IDX2015	M	1959-11	10.67460646	
FIN	PASSCAR	TOT	IDX2015	M	1959-12	5.712237753	
FIN	PASSCAR	TOT	IDX2015	M	1960-01	5.447578088	
FIN	PASSCAR	TOT	IDX2015	M	1960-02	7.223003336	
FIN	PASSCAR	TOT	IDX2015	M	1960-03	16.0008822	
FIN	PASSCAR	TOT	IDX2015	M	1960-04	26.30055413	
FIN	PASSCAR	TOT	IDX2015	M	1960-05	36.3355664	
FIN	PASSCAR	TOT	IDX2015	M	1960-06	28.06495189	
FIN	PASSCAR	TOT	IDX2015	M	1960-07	30.35866898	
FIN	PASSCAR	TOT	IDX2015	M	1960-08	32.0017644	
FIN	PASSCAR	TOT	IDX2015	M	1960-09	29.41030519	
FIN	PASSCAR	TOT	IDX2015	M	1960-10	21.8344223	
FIN	PASSCAR	TOT	IDX2015	M	1960-11	15.89060734	
FIN	PASSCAR	TOT	IDX2015	M	1960-12	10.82899126	
FIN	PASSCAR	TOT	IDX2015	M	1961-01	11.68913517	
FIN	PASSCAR	TOT	IDX2015	M	1961-02	14.71066634	
FIN	PASSCAR	TOT	IDX2015	M	1961-03	24.27149671	
FIN	PASSCAR	TOT	IDX2015	M	1961-04	24.52512888	
FIN	PASSCAR	TOT	IDX2015	M	1961-05	40.36059879	
FIN	PASSCAR	TOT	IDX2015	M	1961-06	27.69001737	
FIN	PASSCAR	TOT	IDX2015	M	1961-07	28.5281063	
FIN	PASSCAR	TOT	IDX2015	M	1961-08	30.22633915	
FIN	PASSCAR	TOT	IDX2015	M	1961-09	44.38563119	
FIN	PASSCAR	TOT	IDX2015	M	1961-10	27.09453312	
FIN	PASSCAR	TOT	IDX2015	M	1961-11	18.96727594	
FIN	PASSCAR	TOT	IDX2015	M	1961-12	14.00490723	
FIN	PASSCAR	TOT	IDX2015	M	1962-01	14.29162187	
FIN	PASSCAR	TOT	IDX2015	M	1962-02	19.01138588	
FIN	PASSCAR	TOT	IDX2015	M	1962-03	33.49047501	
FIN	PASSCAR	TOT	IDX2015	M	1962-04	31.80326965	
FIN	PASSCAR	TOT	IDX2015	M	1962-05	53.13042759	
FIN	PASSCAR	TOT	IDX2015	M	1962-06	39.95258181	
FIN	PASSCAR	TOT	IDX2015	M	1962-07	50.15300637	
FIN	PASSCAR	TOT	IDX2015	M	1962-08	47.73798693	
FIN	PASSCAR	TOT	IDX2015	M	1962-09	53.86926915	
FIN	PASSCAR	TOT	IDX2015	M	1962-10	55.85421663	
FIN	PASSCAR	TOT	IDX2015	M	1962-11	34.56014115	
FIN	PASSCAR	TOT	IDX2015	M	1962-12	18.29459929	
FIN	PASSCAR	TOT	IDX2015	M	1963-01	20.14721694	
FIN	PASSCAR	TOT	IDX2015	M	1963-02	31.31806027	
FIN	PASSCAR	TOT	IDX2015	M	1963-03	33.67794227	
