LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
NZL	PASSCAR	TOT	IDX2015	M	1994-07	50.51039001	
NZL	PASSCAR	TOT	IDX2015	M	1994-08	56.65266253	
NZL	PASSCAR	TOT	IDX2015	M	1994-09	56.66774176	
NZL	PASSCAR	TOT	IDX2015	M	1994-10	55.07939633	
NZL	PASSCAR	TOT	IDX2015	M	1994-11	56.51694947	
NZL	PASSCAR	TOT	IDX2015	M	1994-12	49.23368197	
NZL	PASSCAR	TOT	IDX2015	M	1995-01	55.13971324	
NZL	PASSCAR	TOT	IDX2015	M	1995-02	54.06406159	
NZL	PASSCAR	TOT	IDX2015	M	1995-03	64.021379	
NZL	PASSCAR	TOT	IDX2015	M	1995-04	48.21332082	
NZL	PASSCAR	TOT	IDX2015	M	1995-05	66.79595709	
NZL	PASSCAR	TOT	IDX2015	M	1995-06	59.94998722	
NZL	PASSCAR	TOT	IDX2015	M	1995-07	59.16586733	
NZL	PASSCAR	TOT	IDX2015	M	1995-08	66.25310486	
NZL	PASSCAR	TOT	IDX2015	M	1995-09	62.46821843	
NZL	PASSCAR	TOT	IDX2015	M	1995-10	66.81103632	
NZL	PASSCAR	TOT	IDX2015	M	1995-11	67.15785858	
NZL	PASSCAR	TOT	IDX2015	M	1995-12	67.1126209	
NZL	PASSCAR	TOT	IDX2015	M	1996-01	64.37322767	
NZL	PASSCAR	TOT	IDX2015	M	1996-02	68.63059659	
NZL	PASSCAR	TOT	IDX2015	M	1996-03	74.8181068	
NZL	PASSCAR	TOT	IDX2015	M	1996-04	67.63536749	
NZL	PASSCAR	TOT	IDX2015	M	1996-05	84.42357554	
NZL	PASSCAR	TOT	IDX2015	M	1996-06	68.25361587	
NZL	PASSCAR	TOT	IDX2015	M	1996-07	82.32756274	
NZL	PASSCAR	TOT	IDX2015	M	1996-08	78.73870629	
NZL	PASSCAR	TOT	IDX2015	M	1996-09	74.34059789	
NZL	PASSCAR	TOT	IDX2015	M	1996-10	80.06567842	
NZL	PASSCAR	TOT	IDX2015	M	1996-11	79.94001818	
NZL	PASSCAR	TOT	IDX2015	M	1996-12	67.38404701	
NZL	PASSCAR	TOT	IDX2015	M	1997-01	72.75225246	
NZL	PASSCAR	TOT	IDX2015	M	1997-02	67.76605414	
NZL	PASSCAR	TOT	IDX2015	M	1997-03	69.06789423	
NZL	PASSCAR	TOT	IDX2015	M	1997-04	71.66152158	
NZL	PASSCAR	TOT	IDX2015	M	1997-05	75.42630236	
NZL	PASSCAR	TOT	IDX2015	M	1997-06	61.17140476	
NZL	PASSCAR	TOT	IDX2015	M	1997-07	71.71178567	
NZL	PASSCAR	TOT	IDX2015	M	1997-08	58.57777741	
NZL	PASSCAR	TOT	IDX2015	M	1997-09	61.50314779	
NZL	PASSCAR	TOT	IDX2015	M	1997-10	60.54812997	
NZL	PASSCAR	TOT	IDX2015	M	1997-11	54.65717792	
NZL	PASSCAR	TOT	IDX2015	M	1997-12	57.26085809	
NZL	PASSCAR	TOT	IDX2015	M	1998-01	54.85823431	
NZL	PASSCAR	TOT	IDX2015	M	1998-02	48.63051282	
NZL	PASSCAR	TOT	IDX2015	M	1998-03	57.81376315	
NZL	PASSCAR	TOT	IDX2015	M	1998-04	48.76622588	
NZL	PASSCAR	TOT	IDX2015	M	1998-05	53.70718651	
NZL	PASSCAR	TOT	IDX2015	M	1998-06	62.86530479	
NZL	PASSCAR	TOT	IDX2015	M	1998-07	71.77210259	
NZL	PASSCAR	TOT	IDX2015	M	1998-08	71.11364293	
NZL	PASSCAR	TOT	IDX2015	M	1998-09	75.33582699	
NZL	PASSCAR	TOT	IDX2015	M	1998-10	74.94376704	
NZL	PASSCAR	TOT	IDX2015	M	1998-11	75.6022267	
NZL	PASSCAR	TOT	IDX2015	M	1998-12	79.13076623	
NZL	PASSCAR	TOT	IDX2015	M	1999-01	70.06312333	
NZL	PASSCAR	TOT	IDX2015	M	1999-02	69.71630107	
NZL	PASSCAR	TOT	IDX2015	M	1999-03	83.37305593	
NZL	PASSCAR	TOT	IDX2015	M	1999-04	73.37050084	
NZL	PASSCAR	TOT	IDX2015	M	1999-05	82.68946423	
NZL	PASSCAR	TOT	IDX2015	M	1999-06	80.78445499	
NZL	PASSCAR	TOT	IDX2015	M	1999-07	82.87041497	
NZL	PASSCAR	TOT	IDX2015	M	1999-08	81.40772978	
NZL	PASSCAR	TOT	IDX2015	M	1999-09	84.59447346	
NZL	PASSCAR	TOT	IDX2015	M	1999-10	79.62335437	
NZL	PASSCAR	TOT	IDX2015	M	1999-11	83.17702596	
NZL	PASSCAR	TOT	IDX2015	M	1999-12	79.89478049	
NZL	PASSCAR	TOT	IDX2015	M	2000-01	71.359937	
NZL	PASSCAR	TOT	IDX2015	M	2000-02	75.1297442	
NZL	PASSCAR	TOT	IDX2015	M	2000-03	85.12727288	
NZL	PASSCAR	TOT	IDX2015	M	2000-04	64.51899355	
NZL	PASSCAR	TOT	IDX2015	M	2000-05	80.35218377	
NZL	PASSCAR	TOT	IDX2015	M	2000-06	74.83821244	
NZL	PASSCAR	TOT	IDX2015	M	2000-07	71.2543824	
NZL	PASSCAR	TOT	IDX2015	M	2000-08	74.80302757	
NZL	PASSCAR	TOT	IDX2015	M	2000-09	72.21442663	
NZL	PASSCAR	TOT	IDX2015	M	2000-10	72.24458509	
NZL	PASSCAR	TOT	IDX2015	M	2000-11	67.53986571	
NZL	PASSCAR	TOT	IDX2015	M	2000-12	63.91582439	
NZL	PASSCAR	TOT	IDX2015	M	2001-01	67.49462802	
NZL	PASSCAR	TOT	IDX2015	M	2001-02	64.37322767	
NZL	PASSCAR	TOT	IDX2015	M	2001-03	76.84374987	
NZL	PASSCAR	TOT	IDX2015	M	2001-04	68.28377433	
NZL	PASSCAR	TOT	IDX2015	M	2001-05	82.52861912	
NZL	PASSCAR	TOT	IDX2015	M	2001-06	81.44794106	
NZL	PASSCAR	TOT	IDX2015	M	2001-07	83.28258056	
NZL	PASSCAR	TOT	IDX2015	M	2001-08	85.27303876	
NZL	PASSCAR	TOT	IDX2015	M	2001-09	75.95910178	
NZL	PASSCAR	TOT	IDX2015	M	2001-10	84.76034498	
NZL	PASSCAR	TOT	IDX2015	M	2001-11	86.4492186	
NZL	PASSCAR	TOT	IDX2015	M	2001-12	82.51353989	
NZL	PASSCAR	TOT	IDX2015	M	2002-01	81.67412949	
NZL	PASSCAR	TOT	IDX2015	M	2002-02	79.4273244	
NZL	PASSCAR	TOT	IDX2015	M	2002-03	90.13860324	
NZL	PASSCAR	TOT	IDX2015	M	2002-04	79.30166416	
NZL	PASSCAR	TOT	IDX2015	M	2002-05	83.64448205	
NZL	PASSCAR	TOT	IDX2015	M	2002-06	79.67361847	
NZL	PASSCAR	TOT	IDX2015	M	2002-07	88.08280172	
NZL	PASSCAR	TOT	IDX2015	M	2002-08	83.14184109	
NZL	PASSCAR	TOT	IDX2015	M	2002-09	84.70505447	
NZL	PASSCAR	TOT	IDX2015	M	2002-10	89.03781954	
NZL	PASSCAR	TOT	IDX2015	M	2002-11	84.09685891	
NZL	PASSCAR	TOT	IDX2015	M	2002-12	84.89103163	
NZL	PASSCAR	TOT	IDX2015	M	2003-01	89.09311005	
NZL	PASSCAR	TOT	IDX2015	M	2003-02	83.33284465	
NZL	PASSCAR	TOT	IDX2015	M	2003-03	93.82798789	
NZL	PASSCAR	TOT	IDX2015	M	2003-04	83.58919154	
NZL	PASSCAR	TOT	IDX2015	M	2003-05	99.29169511	
NZL	PASSCAR	TOT	IDX2015	M	2003-06	100.7594067	
NZL	PASSCAR	TOT	IDX2015	M	2003-07	105.2630697	
NZL	PASSCAR	TOT	IDX2015	M	2003-08	93.58169382	
NZL	PASSCAR	TOT	IDX2015	M	2003-09	103.1972154	
NZL	PASSCAR	TOT	IDX2015	M	2003-10	104.6146629	
NZL	PASSCAR	TOT	IDX2015	M	2003-11	90.73674599	
NZL	PASSCAR	TOT	IDX2015	M	2003-12	95.84357813	
NZL	PASSCAR	TOT	IDX2015	M	2004-01	89.61585665	
NZL	PASSCAR	TOT	IDX2015	M	2004-02	90.32960681	
NZL	PASSCAR	TOT	IDX2015	M	2004-03	107.4797163	
NZL	PASSCAR	TOT	IDX2015	M	2004-04	91.24943976	
NZL	PASSCAR	TOT	IDX2015	M	2004-05	97.79382506	
NZL	PASSCAR	TOT	IDX2015	M	2004-06	102.1265901	
NZL	PASSCAR	TOT	IDX2015	M	2004-07	97.22081436	
NZL	PASSCAR	TOT	IDX2015	M	2004-08	93.77772379	
NZL	PASSCAR	TOT	IDX2015	M	2004-09	98.8141862	
NZL	PASSCAR	TOT	IDX2015	M	2004-10	94.66237188	
NZL	PASSCAR	TOT	IDX2015	M	2004-11	94.86845467	
NZL	PASSCAR	TOT	IDX2015	M	2004-12	92.08885017	
NZL	PASSCAR	TOT	IDX2015	M	2005-01	82.57385681	
NZL	PASSCAR	TOT	IDX2015	M	2005-02	94.87348108	
NZL	PASSCAR	TOT	IDX2015	M	2005-03	99.58825328	
NZL	PASSCAR	TOT	IDX2015	M	2005-04	92.63672881	
NZL	PASSCAR	TOT	IDX2015	M	2005-05	97.3967387	
NZL	PASSCAR	TOT	IDX2015	M	2005-06	103.5641433	
NZL	PASSCAR	TOT	IDX2015	M	2005-07	99.020269	
NZL	PASSCAR	TOT	IDX2015	M	2005-08	105.217832	
NZL	PASSCAR	TOT	IDX2015	M	2005-09	99.60333251	
NZL	PASSCAR	TOT	IDX2015	M	2005-10	96.30600782	
NZL	PASSCAR	TOT	IDX2015	M	2005-11	95.69278585	
NZL	PASSCAR	TOT	IDX2015	M	2005-12	91.17404362	
NZL	PASSCAR	TOT	IDX2015	M	2006-01	88.48491449	
NZL	PASSCAR	TOT	IDX2015	M	2006-02	85.71033639	
NZL	PASSCAR	TOT	IDX2015	M	2006-03	97.1353654	
NZL	PASSCAR	TOT	IDX2015	M	2006-04	74.96387268	
NZL	PASSCAR	TOT	IDX2015	M	2006-05	89.49522282	
NZL	PASSCAR	TOT	IDX2015	M	2006-06	83.7249046	
NZL	PASSCAR	TOT	IDX2015	M	2006-07	81.96566125	
NZL	PASSCAR	TOT	IDX2015	M	2006-08	82.09634789	
NZL	PASSCAR	TOT	IDX2015	M	2006-09	82.28232505	
NZL	PASSCAR	TOT	IDX2015	M	2006-10	84.41352272	
NZL	PASSCAR	TOT	IDX2015	M	2006-11	81.01064342	
NZL	PASSCAR	TOT	IDX2015	M	2006-12	74.9739255	
NZL	PASSCAR	TOT	IDX2015	M	2007-01	83.39316157	
NZL	PASSCAR	TOT	IDX2015	M	2007-02	74.99905755	
NZL	PASSCAR	TOT	IDX2015	M	2007-03	86.46429783	
NZL	PASSCAR	TOT	IDX2015	M	2007-04	71.34988418	
NZL	PASSCAR	TOT	IDX2015	M	2007-05	87.2836026	
NZL	PASSCAR	TOT	IDX2015	M	2007-06	82.46327579	
NZL	PASSCAR	TOT	IDX2015	M	2007-07	87.71587382	
NZL	PASSCAR	TOT	IDX2015	M	2007-08	91.07351543	
NZL	PASSCAR	TOT	IDX2015	M	2007-09	82.37280042	
NZL	PASSCAR	TOT	IDX2015	M	2007-10	88.37935989	
NZL	PASSCAR	TOT	IDX2015	M	2007-11	82.89052061	
NZL	PASSCAR	TOT	IDX2015	M	2007-12	76.0194187	
NZL	PASSCAR	TOT	IDX2015	M	2008-01	84.83071471	
NZL	PASSCAR	TOT	IDX2015	M	2008-02	76.40645223	
NZL	PASSCAR	TOT	IDX2015	M	2008-03	75.05434805	
NZL	PASSCAR	TOT	IDX2015	M	2008-04	70.58586992	
NZL	PASSCAR	TOT	IDX2015	M	2008-05	69.27900343	
NZL	PASSCAR	TOT	IDX2015	M	2008-06	69.37450521	
NZL	PASSCAR	TOT	IDX2015	M	2008-07	63.92587721	
NZL	PASSCAR	TOT	IDX2015	M	2008-08	63.30260242	
NZL	PASSCAR	TOT	IDX2015	M	2008-09	69.51021827	
NZL	PASSCAR	TOT	IDX2015	M	2008-10	70.82713759	
NZL	PASSCAR	TOT	IDX2015	M	2008-11	54.39077821	
NZL	PASSCAR	TOT	IDX2015	M	2008-12	58.03995158	
NZL	PASSCAR	TOT	IDX2015	M	2009-01	53.88813725	
NZL	PASSCAR	TOT	IDX2015	M	2009-02	42.32739519	
NZL	PASSCAR	TOT	IDX2015	M	2009-03	50.33949208	
NZL	PASSCAR	TOT	IDX2015	M	2009-04	41.63877707	
NZL	PASSCAR	TOT	IDX2015	M	2009-05	46.19270417	
NZL	PASSCAR	TOT	IDX2015	M	2009-06	48.81648997	
NZL	PASSCAR	TOT	IDX2015	M	2009-07	53.44581321	
NZL	PASSCAR	TOT	IDX2015	M	2009-08	51.72678113	
NZL	PASSCAR	TOT	IDX2015	M	2009-09	57.86402724	
NZL	PASSCAR	TOT	IDX2015	M	2009-10	58.92962608	
NZL	PASSCAR	TOT	IDX2015	M	2009-11	55.69764471	
NZL	PASSCAR	TOT	IDX2015	M	2009-12	58.19074387	
NZL	PASSCAR	TOT	IDX2015	M	2010-01	62.47324484	
NZL	PASSCAR	TOT	IDX2015	M	2010-02	55.60716934	
NZL	PASSCAR	TOT	IDX2015	M	2010-03	66.30839536	
NZL	PASSCAR	TOT	IDX2015	M	2010-04	58.49735485	
NZL	PASSCAR	TOT	IDX2015	M	2010-05	60.3018359	
NZL	PASSCAR	TOT	IDX2015	M	2010-06	66.28828972	
NZL	PASSCAR	TOT	IDX2015	M	2010-07	62.02086798	
NZL	PASSCAR	TOT	IDX2015	M	2010-08	61.57351752	
NZL	PASSCAR	TOT	IDX2015	M	2010-09	69.0025509	
NZL	PASSCAR	TOT	IDX2015	M	2010-10	64.45867663	
NZL	PASSCAR	TOT	IDX2015	M	2010-11	68.76128324	
NZL	PASSCAR	TOT	IDX2015	M	2010-12	61.89520774	
NZL	PASSCAR	TOT	IDX2015	M	2011-01	66.74066659	
NZL	PASSCAR	TOT	IDX2015	M	2011-02	57.15530349	
NZL	PASSCAR	TOT	IDX2015	M	2011-03	65.65496211	
NZL	PASSCAR	TOT	IDX2015	M	2011-04	52.34502951	
NZL	PASSCAR	TOT	IDX2015	M	2011-05	58.04497799	
NZL	PASSCAR	TOT	IDX2015	M	2011-06	59.9901985	
NZL	PASSCAR	TOT	IDX2015	M	2011-07	58.29127206	
NZL	PASSCAR	TOT	IDX2015	M	2011-08	62.75472378	
NZL	PASSCAR	TOT	IDX2015	M	2011-09	60.5682356	
NZL	PASSCAR	TOT	IDX2015	M	2011-10	58.7838602	
NZL	PASSCAR	TOT	IDX2015	M	2011-11	63.36291934	
NZL	PASSCAR	TOT	IDX2015	M	2011-12	64.48883509	
NZL	PASSCAR	TOT	IDX2015	M	2012-01	69.7364067	
NZL	PASSCAR	TOT	IDX2015	M	2012-02	58.4722228	
NZL	PASSCAR	TOT	IDX2015	M	2012-03	64.98142323	
NZL	PASSCAR	TOT	IDX2015	M	2012-04	56.83361328	
NZL	PASSCAR	TOT	IDX2015	M	2012-05	64.01132618	
NZL	PASSCAR	TOT	IDX2015	M	2012-06	66.98193425	
NZL	PASSCAR	TOT	IDX2015	M	2012-07	64.58433687	
NZL	PASSCAR	TOT	IDX2015	M	2012-08	63.23223269	
NZL	PASSCAR	TOT	IDX2015	M	2012-09	64.63460097	
NZL	PASSCAR	TOT	IDX2015	M	2012-10	71.39009546	
NZL	PASSCAR	TOT	IDX2015	M	2012-11	68.69593992	
NZL	PASSCAR	TOT	IDX2015	M	2012-12	66.45416124	
NZL	PASSCAR	TOT	IDX2015	M	2013-01	74.30038661	
NZL	PASSCAR	TOT	IDX2015	M	2013-02	63.94095644	
NZL	PASSCAR	TOT	IDX2015	M	2013-03	72.28479637	
NZL	PASSCAR	TOT	IDX2015	M	2013-04	66.97690784	
NZL	PASSCAR	TOT	IDX2015	M	2013-05	74.42604685	
NZL	PASSCAR	TOT	IDX2015	M	2013-06	77.42178697	
NZL	PASSCAR	TOT	IDX2015	M	2013-07	82.41803811	
NZL	PASSCAR	TOT	IDX2015	M	2013-08	77.78871487	
NZL	PASSCAR	TOT	IDX2015	M	2013-09	74.82815962	
NZL	PASSCAR	TOT	IDX2015	M	2013-10	82.97094316	
NZL	PASSCAR	TOT	IDX2015	M	2013-11	84.5090245	
NZL	PASSCAR	TOT	IDX2015	M	2013-12	79.94504459	
NZL	PASSCAR	TOT	IDX2015	M	2014-01	89.28411361	
NZL	PASSCAR	TOT	IDX2015	M	2014-02	79.05034368	
NZL	PASSCAR	TOT	IDX2015	M	2014-03	91.67668458	
NZL	PASSCAR	TOT	IDX2015	M	2014-04	78.66833655	
NZL	PASSCAR	TOT	IDX2015	M	2014-05	90.60103293	
NZL	PASSCAR	TOT	IDX2015	M	2014-06	96.89409774	
NZL	PASSCAR	TOT	IDX2015	M	2014-07	96.12003066	
NZL	PASSCAR	TOT	IDX2015	M	2014-08	92.35022347	
NZL	PASSCAR	TOT	IDX2015	M	2014-09	98.13562091	
NZL	PASSCAR	TOT	IDX2015	M	2014-10	100.603588	
NZL	PASSCAR	TOT	IDX2015	M	2014-11	98.49249599	
NZL	PASSCAR	TOT	IDX2015	M	2014-12	96.73325263	
NZL	PASSCAR	TOT	IDX2015	M	2015-01	104.554346	
NZL	PASSCAR	TOT	IDX2015	M	2015-02	88.61057473	
NZL	PASSCAR	TOT	IDX2015	M	2015-03	102.4784388	
NZL	PASSCAR	TOT	IDX2015	M	2015-04	87.51481744	
NZL	PASSCAR	TOT	IDX2015	M	2015-05	96.79859596	
NZL	PASSCAR	TOT	IDX2015	M	2015-06	107.7461161	
NZL	PASSCAR	TOT	IDX2015	M	2015-07	106.3739062	
NZL	PASSCAR	TOT	IDX2015	M	2015-08	99.58825328	
NZL	PASSCAR	TOT	IDX2015	M	2015-09	103.0514495	
NZL	PASSCAR	TOT	IDX2015	M	2015-10	104.4638706	
NZL	PASSCAR	TOT	IDX2015	M	2015-11	99.75915121	
NZL	PASSCAR	TOT	IDX2015	M	2015-12	99.06048027	
NZL	PASSCAR	TOT	IDX2015	M	2016-01	103.413351	
NZL	PASSCAR	TOT	IDX2015	M	2016-02	95.13485438	
NZL	PASSCAR	TOT	IDX2015	M	2016-03	102.2572768	
NZL	PASSCAR	TOT	IDX2015	M	2016-04	95.14993361	
NZL	PASSCAR	TOT	IDX2015	M	2016-05	100.8750141	
NZL	PASSCAR	TOT	IDX2015	M	2016-06	106.444276	
NZL	PASSCAR	TOT	IDX2015	M	2016-07	104.3281575	
NZL	PASSCAR	TOT	IDX2015	M	2016-08	110.0130268	
NZL	PASSCAR	TOT	IDX2015	M	2016-09	111.9230624	
NZL	PASSCAR	TOT	IDX2015	M	2016-10	118.1407311	
NZL	PASSCAR	TOT	IDX2015	M	2016-11	113.0137933	
NZL	PASSCAR	TOT	IDX2015	M	2016-12	106.8112039	
NZL	PASSCAR	TOT	IDX2015	M	2017-01	116.0246127	
NZL	PASSCAR	TOT	IDX2015	M	2017-02	102.0863788	
NZL	PASSCAR	TOT	IDX2015	M	2017-03	119.146013	
NZL	PASSCAR	TOT	IDX2015	M	2017-04	98.03006631	
NZL	PASSCAR	TOT	IDX2015	M	2017-05	114.727799	
NZL	PASSCAR	TOT	IDX2015	M	2017-06	118.2211536	
NZL	PASSCAR	TOT	IDX2015	M	2017-07	110.7569354	
NZL	PASSCAR	TOT	IDX2015	M	2017-08	116.0547711	
NZL	PASSCAR	TOT	IDX2015	M	2017-09	118.1206255	
NZL	PASSCAR	TOT	IDX2015	M	2017-10	126.8012348	
NZL	PASSCAR	TOT	IDX2015	M	2017-11	126.7308651	
NZL	PASSCAR	TOT	IDX2015	M	2017-12	111.8526927	
NZL	PASSCAR	TOT	IDX2015	M	2018-01	123.232484	
NZL	PASSCAR	TOT	IDX2015	M	2018-02	97.82900992	
NZL	PASSCAR	TOT	IDX2015	M	2018-03	105.0067228	
NZL	PASSCAR	TOT	IDX2015	M	2018-04	89.1735326	
NZL	PASSCAR	TOT	IDX2015	M	2018-05	114.0743657	
NZL	PASSCAR	TOT	IDX2015	M	2018-06	112.4709411	
NZL	PASSCAR	TOT	IDX2015	M	2018-07	110.0130268	
NZL	PASSCAR	TOT	IDX2015	M	2018-08	110.6161959	
NZL	PASSCAR	TOT	IDX2015	M	2018-09	105.3736507	
NZL	PASSCAR	TOT	IDX2015	M	2018-10	119.955265	
NZL	PASSCAR	TOT	IDX2015	M	2018-11	104.0416522	
NZL	PASSCAR	TOT	IDX2015	M	2018-12	94.20496861	
NZL	PASSCAR	TOT	IDX2015	M	2019-01	108.2688626	
NZL	PASSCAR	TOT	IDX2015	M	2019-02	94.02904427	
NZL	PASSCAR	TOT	IDX2015	M	2019-03	101.9205073	
NZL	PASSCAR	TOT	IDX2015	M	2019-04	88.77141984	
NZL	PASSCAR	TOT	IDX2015	M	2019-05	99.7038607	
NZL	PASSCAR	TOT	IDX2015	M	2019-06	100.1512112	
NZL	PASSCAR	TOT	IDX2015	M	2019-07	104.1271011	
NZL	PASSCAR	TOT	IDX2015	M	2019-08	104.8458777	
NZL	PASSCAR	TOT	IDX2015	M	2019-09	110.3397434	
NZL	PASSCAR	TOT	IDX2015	M	2019-10	112.0135378	
NZL	PASSCAR	TOT	IDX2015	M	2019-11	107.1379205	
NZL	PASSCAR	TOT	IDX2015	M	2019-12	99.45756663	
NZL	PASSCAR	TOT	IDX2015	M	2020-01	104.5091083	
NZL	PASSCAR	TOT	IDX2015	M	2020-02	93.7827502	
NZL	PASSCAR	TOT	IDX2015	M	2020-03	70.26920612	
NZL	PASSCAR	TOT	IDX2015	M	2020-04	6.68009835	
NZL	PASSCAR	TOT	IDX2015	M	2020-05	75.22021957	
NZL	PASSCAR	TOT	IDX2015	M	2020-06	97.38668588	
NZL	PASSCAR	TOT	IDX2015	M	2020-07	101.4078136	
NZL	PASSCAR	TOT	IDX2015	M	2020-08	81.05588111	
NZL	PASSCAR	TOT	IDX2015	M	2020-09	90.847327	
NZL	PASSCAR	TOT	IDX2015	M	2020-10	90.77193085	
NZL	PASSCAR	TOT	IDX2015	M	2020-11	88.22354119	
NZL	PASSCAR	TOT	IDX2015	M	2020-12	74.91360859	
NZL	PASSCAR	TOT	IDX2015	M	2021-01	96.05971375	
NZL	PASSCAR	TOT	IDX2015	M	2021-02	89.47009077	
NZL	PASSCAR	TOT	IDX2015	M	2021-03	106.1527442	
NZL	PASSCAR	TOT	IDX2015	M	2021-04	95.29067308	
NZL	PASSCAR	TOT	IDX2015	M	2021-05	106.8715208	
NZL	PASSCAR	TOT	IDX2015	M	2021-06	108.3442588	
NZL	PASSCAR	TOT	IDX2015	M	2021-07	116.1351937	
NZL	PASSCAR	TOT	IDX2015	M	2021-08	58.93465249	
NZL	PASSCAR	TOT	IDX2015	M	2021-09	97.09012771	
NZL	PASSCAR	TOT	IDX2015	M	2021-10	99.99539246	
NZL	PASSCAR	TOT	IDX2015	M	2021-11	113.4561173	
NZL	PASSCAR	TOT	IDX2015	M	2021-12	88.8066047	
NZL	PASSCAR	TOT	IDX2015	M	2022-01	95.81341968	
NZL	PASSCAR	TOT	IDX2015	M	2022-02	92.55127985	
NZL	PASSCAR	TOT	IDX2015	M	2022-03	178.6737818	
NZL	PASSCAR	TOT	IDX2015	M	2022-04	75.6575172	
NZL	PASSCAR	TOT	IDX2015	M	2022-05	87.7560851	
NZL	PASSCAR	TOT	IDX2015	M	2022-06	85.34340849	
NZL	PASSCAR	TOT	IDX2015	M	2022-07	81.88523869	
NZL	PASSCAR	TOT	IDX2015	M	2022-08	94.89358672	
NZL	PASSCAR	TOT	IDX2015	M	2022-09	90.36479168	
NZL	PASSCAR	TOT	IDX2015	M	2022-10	90.5356896	
NZL	PASSCAR	TOT	IDX2015	M	2022-11	92.13911426	
NZL	PASSCAR	TOT	IDX2015	M	2022-12	77.89929588	
NZL	PASSCAR	TOT	IDX2015	M	2023-01	82.50851348	
NZL	PASSCAR	TOT	IDX2015	M	2023-02	70.47528891	
NOR	PASSCAR	TOT	IDX2015	M	1955-01	6.211427434	
NOR	PASSCAR	TOT	IDX2015	M	1955-02	6.696055289	
NOR	PASSCAR	TOT	IDX2015	M	1955-03	7.767697164	
NOR	PASSCAR	TOT	IDX2015	M	1955-04	8.402491397	
NOR	PASSCAR	TOT	IDX2015	M	1955-05	10.6003811	
NOR	PASSCAR	TOT	IDX2015	M	1955-06	11.43994767	
NOR	PASSCAR	TOT	IDX2015	M	1955-07	6.675578055	
NOR	PASSCAR	TOT	IDX2015	M	1955-08	3.590341572	
NOR	PASSCAR	TOT	IDX2015	M	1955-09	2.976024573	
NOR	PASSCAR	TOT	IDX2015	M	1955-10	4.088620915	
NOR	PASSCAR	TOT	IDX2015	M	1955-11	2.962373084	
NOR	PASSCAR	TOT	IDX2015	M	1955-12	1.856602486	
NOR	PASSCAR	TOT	IDX2015	M	1956-01	2.805380962	
NOR	PASSCAR	TOT	IDX2015	M	1956-02	2.382184807	
NOR	PASSCAR	TOT	IDX2015	M	1956-03	6.013480845	
NOR	PASSCAR	TOT	IDX2015	M	1956-04	7.16020591	
NOR	PASSCAR	TOT	IDX2015	M	1956-05	10.19083644	
NOR	PASSCAR	TOT	IDX2015	M	1956-06	8.477574585	
NOR	PASSCAR	TOT	IDX2015	M	1956-07	8.887119251	
NOR	PASSCAR	TOT	IDX2015	M	1956-08	4.368476437	
NOR	PASSCAR	TOT	IDX2015	M	1956-09	5.740451068	
NOR	PASSCAR	TOT	IDX2015	M	1956-10	9.098717329	
NOR	PASSCAR	TOT	IDX2015	M	1956-11	5.453769802	
NOR	PASSCAR	TOT	IDX2015	M	1956-12	3.016979039	
NOR	PASSCAR	TOT	IDX2015	M	1957-01	4.03401496	
NOR	PASSCAR	TOT	IDX2015	M	1957-02	2.436790762	
NOR	PASSCAR	TOT	IDX2015	M	1957-03	3.474303916	
NOR	PASSCAR	TOT	IDX2015	M	1957-04	11.5832883	
NOR	PASSCAR	TOT	IDX2015	M	1957-05	13.99277609	
NOR	PASSCAR	TOT	IDX2015	M	1957-06	13.26924718	
NOR	PASSCAR	TOT	IDX2015	M	1957-07	16.13605984	
NOR	PASSCAR	TOT	IDX2015	M	1957-08	5.146611302	
NOR	PASSCAR	TOT	IDX2015	M	1957-09	10.68229004	
NOR	PASSCAR	TOT	IDX2015	M	1957-10	14.17024544	
NOR	PASSCAR	TOT	IDX2015	M	1957-11	11.75393191	
NOR	PASSCAR	TOT	IDX2015	M	1957-12	9.283012429	
NOR	PASSCAR	TOT	IDX2015	M	1958-01	8.627740963	
NOR	PASSCAR	TOT	IDX2015	M	1958-02	8.245499275	
NOR	PASSCAR	TOT	IDX2015	M	1958-03	12.58667273	
NOR	PASSCAR	TOT	IDX2015	M	1958-04	13.13955803	
NOR	PASSCAR	TOT	IDX2015	M	1958-05	19.09160718	
NOR	PASSCAR	TOT	IDX2015	M	1958-06	15.58317454	
NOR	PASSCAR	TOT	IDX2015	M	1958-07	12.10204488	
NOR	PASSCAR	TOT	IDX2015	M	1958-08	5.146611302	
NOR	PASSCAR	TOT	IDX2015	M	1958-09	5.781405535	
NOR	PASSCAR	TOT	IDX2015	M	1958-10	10.05432155	
NOR	PASSCAR	TOT	IDX2015	M	1958-11	9.521913484	
NOR	PASSCAR	TOT	IDX2015	M	1958-12	7.207986121	
NOR	PASSCAR	TOT	IDX2015	M	1959-01	9.160149029	
NOR	PASSCAR	TOT	IDX2015	M	1959-02	5.044225136	
NOR	PASSCAR	TOT	IDX2015	M	1959-03	12.02696169	
NOR	PASSCAR	TOT	IDX2015	M	1959-04	12.02696169	
NOR	PASSCAR	TOT	IDX2015	M	1959-05	17.99266232	
NOR	PASSCAR	TOT	IDX2015	M	1959-06	15.78794687	
NOR	PASSCAR	TOT	IDX2015	M	1959-07	15.53539433	
